date,vernacularname,day,month,year,decimallatitude,decimallongitude,province,country,protectedarea,roadsurface,scientificname,incidenttype,habitatgcategory
12/04/17,striped polecat,12,4,2017,-29.32993173,23.75792665,Not given,South Africa,No,Not recorded,Ictonyx striatus,Road Collision,Not given
12/04/17,striped polecat,12,4,2017,-29.81233258,24.1385506,Not given,South Africa,No,Not recorded,Ictonyx striatus,Road Collision,Not given
14/04/17,striped polecat,14,4,2017,-30.72224779,24.06027768,Not given,South Africa,No,Not recorded,Ictonyx striatus,Road Collision,Not given
14/04/17,striped polecat,14,4,2017,-31.00291373,24.35056109,Not given,South Africa,No,Not recorded,Ictonyx striatus,Road Collision,Not given
14/04/17,striped polecat,14,4,2017,-33.50045273,19.59482049,Not given,South Africa,No,Not recorded,Ictonyx striatus,Road Collision,Not given
21/04/17,striped polecat,21,4,2017,-30.65705888,23.4676893,Not given,South Africa,No,Not recorded,Ictonyx striatus,Road Collision,Not given
21/04/17,striped polecat,21,4,2017,-31.31551993,23.11188739,Not given,South Africa,No,Not recorded,Ictonyx striatus,Road Collision,Not given
21/04/17,striped polecat,21,4,2017,-30.485109,24.08784962,Not given,South Africa,No,Not recorded,Ictonyx striatus,Road Collision,Not given
21/04/17,striped polecat,21,4,2017,-30.45157801,24.08528372,Not given,South Africa,No,Not recorded,Ictonyx striatus,Road Collision,Not given
21/04/17,striped polecat,21,4,2017,-30.3433065,24.09926337,Not given,South Africa,No,Not recorded,Ictonyx striatus,Road Collision,Not given
25/04/17,striped polecat,25,4,2017,-31.1704962,24.59154807,Not given,South Africa,No,Not recorded,Ictonyx striatus,Road Collision,Not given
12/05/17,striped polecat,12,5,2017,-28.84593776,24.7010044,Not given,South Africa,No,Not recorded,Ictonyx striatus,Road Collision,Not given
12/05/17,striped polecat,12,5,2017,-29.7070398,24.2738949,Not given,South Africa,No,Not recorded,Ictonyx striatus,Road Collision,Not given
15/05/17,striped polecat,15,5,2017,-28.98679294,24.64967428,Not given,South Africa,No,Not recorded,Ictonyx striatus,Road Collision,Not given
15/05/17,striped polecat,15,5,2017,-27.84628886,25.88640739,Not given,South Africa,No,Not recorded,Ictonyx striatus,Road Collision,Not given
15/05/17,striped polecat,15,5,2017,-27.60093282,26.35027754,Not given,South Africa,No,Not recorded,Ictonyx striatus,Road Collision,Not given
19/05/17,striped polecat,19,5,2017,-28.70923163,24.912811,Not given,South Africa,No,Not recorded,Ictonyx striatus,Road Collision,Not given
19/05/17,striped polecat,19,5,2017,-29.08082311,24.60426928,Not given,South Africa,No,Not recorded,Ictonyx striatus,Road Collision,Not given
22/05/17,striped polecat,22,5,2017,-29.86623812,23.54450437,Not given,South Africa,No,Not recorded,Ictonyx striatus,Road Collision,Not given
22/05/17,striped polecat,22,5,2017,-29.85510787,23.40294944,Not given,South Africa,No,Not recorded,Ictonyx striatus,Road Collision,Not given
24/05/17,striped polecat,24,5,2017,-28.09497757,22.5662995,Not given,South Africa,No,Not recorded,Ictonyx striatus,Road Collision,Not given
25/05/17,striped polecat,25,5,2017,-28.88984347,22.11309973,Not given,South Africa,No,Not recorded,Ictonyx striatus,Road Collision,Not given
01/06/17,striped polecat,1,6,2017,-30.09726241,23.98783016,Not given,South Africa,No,Not recorded,Ictonyx striatus,Road Collision,Not given
05/06/17,striped polecat,5,6,2017,-29.58982608,24.87818196,Not given,South Africa,No,Not recorded,Ictonyx striatus,Road Collision,Not given
05/06/17,striped polecat,5,6,2017,-29.135920080000002,25.38247669,Not given,South Africa,No,Not recorded,Ictonyx striatus,Road Collision,Not given
11/06/17,striped polecat,11,6,2017,-30.58639541,24.05166156,Not given,South Africa,No,Not recorded,Ictonyx striatus,Road Collision,Not given
11/06/17,striped polecat,11,6,2017,-31.68348193,25.16458059,Not given,South Africa,No,Not recorded,Ictonyx striatus,Road Collision,Not given
14/06/17,striped polecat,14,6,2017,-30.56380855,24.9799037,Not given,South Africa,No,Not recorded,Ictonyx striatus,Road Collision,Not given
03/07/17,striped polecat,3,7,2017,-30.55481566,25.52338425,Not given,South Africa,No,Not recorded,Ictonyx striatus,Road Collision,Not given
03/07/17,striped polecat,3,7,2017,-30.54469826,25.72860468,Not given,South Africa,No,Not recorded,Ictonyx striatus,Road Collision,Not given
05/07/17,striped polecat,5,7,2017,-29.40871716,26.13135462,Not given,South Africa,No,Not recorded,Ictonyx striatus,Road Collision,Not given
05/07/17,striped polecat,5,7,2017,-28.7648615,26.10880883,Not given,South Africa,No,Not recorded,Ictonyx striatus,Road Collision,Not given
05/07/17,striped polecat,5,7,2017,-29.18184015,25.97511669,Not given,South Africa,No,Not recorded,Ictonyx striatus,Road Collision,Not given
05/07/17,striped polecat,5,7,2017,-29.13811528,25.59650446,Not given,South Africa,No,Not recorded,Ictonyx striatus,Road Collision,Not given
05/07/17,striped polecat,5,7,2017,-29.13111162,25.52631661,Not given,South Africa,No,Not recorded,Ictonyx striatus,Road Collision,Not given
05/07/17,striped polecat,5,7,2017,-29.14003656,25.37644608,Not given,South Africa,No,Not recorded,Ictonyx striatus,Road Collision,Not given
13/07/17,striped polecat,13,7,2017,-29.37658351,24.38506351,Not given,South Africa,No,Not recorded,Ictonyx striatus,Road Collision,Not given
13/07/17,striped polecat,13,7,2017,-29.03019054,24.62882609,Not given,South Africa,No,Not recorded,Ictonyx striatus,Road Collision,Not given
25/07/17,striped polecat,25,7,2017,-28.94030677,24.42137979,Not given,South Africa,No,Not recorded,Ictonyx striatus,Road Collision,Not given
28/07/17,striped polecat,28,7,2017,-29.42098638,24.34433554,Not given,South Africa,No,Not recorded,Ictonyx striatus,Road Collision,Not given
01/08/17,striped polecat,1,8,2017,-28.84370041,24.70165485,Not given,South Africa,No,Not recorded,Ictonyx striatus,Road Collision,Not given
01/08/17,striped polecat,1,8,2017,-29.05667296,25.19487216,Not given,South Africa,No,Not recorded,Ictonyx striatus,Road Collision,Not given
01/08/17,striped polecat,1,8,2017,-29.1239483,25.44338443,Not given,South Africa,No,Not recorded,Ictonyx striatus,Road Collision,Not given
01/08/17,striped polecat,1,8,2017,-29.13171953,25.53341575,Not given,South Africa,No,Not recorded,Ictonyx striatus,Road Collision,Not given
01/08/17,striped polecat,1,8,2017,-29.13289648,25.54586443,Not given,South Africa,No,Not recorded,Ictonyx striatus,Road Collision,Not given
02/08/17,striped polecat,2,8,2017,-29.12960433,25.50907351,Not given,South Africa,No,Not recorded,Ictonyx striatus,Road Collision,Not given
02/08/17,striped polecat,2,8,2017,-29.16119858,25.34558802,Not given,South Africa,No,Not recorded,Ictonyx striatus,Road Collision,Not given
09/08/17,striped polecat,9,8,2017,-29.13171514,25.53398213,Not given,South Africa,No,Not recorded,Ictonyx striatus,Road Collision,Not given
13/08/17,striped polecat,13,8,2017,-28.12037537,27.12342677,Not given,South Africa,No,Not recorded,Ictonyx striatus,Road Collision,Not given
13/08/17,striped polecat,13,8,2017,-29.13117677,25.52802564,Not given,South Africa,No,Not recorded,Ictonyx striatus,Road Collision,Not given
30/08/17,striped polecat,30,8,2017,-30.46855856,24.08562435,Not given,South Africa,No,Not recorded,Ictonyx striatus,Road Collision,Not given
06/09/17,striped polecat,6,9,2017,-30.49403035,24.68070755,Not given,South Africa,No,Not recorded,Ictonyx striatus,Road Collision,Not given
09/09/17,striped polecat,9,9,2017,-30.76012655,27.18117935,Not given,South Africa,No,Not recorded,Ictonyx striatus,Road Collision,Not given
09/09/17,striped polecat,9,9,2017,-30.49886269,25.86401095,Not given,South Africa,No,Not recorded,Ictonyx striatus,Road Collision,Not given
09/09/17,striped polecat,9,9,2017,-30.49291989,24.67577509,Not given,South Africa,No,Not recorded,Ictonyx striatus,Road Collision,Not given
26/09/17,striped polecat,26,9,2017,-33.2764048,25.90355042,Not given,South Africa,No,Not recorded,Ictonyx striatus,Road Collision,Not given
26/09/17,striped polecat,26,9,2017,-32.02295113,25.49688964,Not given,South Africa,No,Not recorded,Ictonyx striatus,Road Collision,Not given
23/10/17,striped polecat,23,10,2017,-31.2711598,24.9399797,Not given,South Africa,No,Not recorded,Ictonyx striatus,Road Collision,Not given
26/10/17,striped polecat,26,10,2017,-29.88554781,24.35059622,Not given,South Africa,No,Not recorded,Ictonyx striatus,Road Collision,Not given
26/10/17,striped polecat,26,10,2017,-29.7767297,24.73426871,Not given,South Africa,No,Not recorded,Ictonyx striatus,Road Collision,Not given
07/11/17,striped polecat,7,11,2017,-30.24483477,26.48029645,Not given,South Africa,No,Not recorded,Ictonyx striatus,Road Collision,Not given
07/11/17,striped polecat,7,11,2017,-30.87669062,24.22477197,Not given,South Africa,No,Not recorded,Ictonyx striatus,Road Collision,Not given
21/11/17,striped polecat,21,11,2017,-29.77580512,24.43406152,Not given,South Africa,No,Not recorded,Ictonyx striatus,Road Collision,Not given
21/11/17,striped polecat,21,11,2017,-29.77580512,24.43406152,Not given,South Africa,No,Not recorded,Ictonyx striatus,Road Collision,Not given
05/12/17,striped polecat,5,12,2017,-28.78039585,26.71300281,Not given,South Africa,No,Not recorded,Ictonyx striatus,Road Collision,Not given
26/03/17,striped polecat,26,3,2017,-23.06634355,17.10394109,Unknown,Namibia,No,Not recorded,Ictonyx striatus,Road Collision,Not given
01/04/17,striped polecat,1,4,2017,-22.2899,17.0397,Unknown,Namibia,No,Not recorded,Ictonyx striatus,Road Collision,Not given
05/05/17,striped polecat,5,5,2017,-24.4469,18.1213,Unknown,Namibia,No,Not recorded,Ictonyx striatus,Road Collision,Not given
23/12/17,striped polecat,23,12,2017,-27.99268955,29.26483007,Unknown,South Africa,No,Not recorded,Ictonyx striatus,Road Collision,Not given
31/03/17,striped polecat,31,3,2017,-28.7261,24.2948,Unknown,South Africa,No,Not recorded,Ictonyx striatus,Road Collision,Not given
18/04/17,striped polecat,18,4,2017,-22.8362,17.1151,Unknown,Namibia,No,Not recorded,Ictonyx striatus,Road Collision,Not given
18/04/17,striped polecat,18,4,2017,-22.9799,17.1282,Unknown,Namibia,No,Not recorded,Ictonyx striatus,Road Collision,Not given
20/04/17,striped polecat,20,4,2017,-28.7823,16.6251,Unknown,South Africa,No,Not recorded,Ictonyx striatus,Road Collision,Not given
30/04/17,striped polecat,30,4,2017,-26.89853327,20.5889837,Unknown,South Africa,No,Not recorded,Ictonyx striatus,Road Collision,Not given
30/04/17,striped polecat,30,4,2017,-27.30119497,20.78939066,Unknown,South Africa,No,Not recorded,Ictonyx striatus,Road Collision,Not given
20/07/17,striped polecat,20,7,2017,-28.9536,24.1428,Unknown,South Africa,No,Not recorded,Ictonyx striatus,Road Collision,Not given
13/12/17,striped polecat,13,12,2017,-30.0133845,29.3587017,Unknown,South Africa,No,Not recorded,Ictonyx striatus,Road Collision,Not given
28/12/17,striped polecat,28,12,2017,-34.0922,20.9571,Unknown,South Africa,No,Not recorded,Ictonyx striatus,Road Collision,Not given
04/11/17,striped polecat,4,11,2017,-26.69463,29.699378,Mpumalanga,South Africa,Not given,Paved,Ictonyx striatus,Road Collision,Not given
20/11/17,striped polecat,20,11,2017,-26.47525,29.49034,Mpumalanga,South Africa,Not given,Paved,Ictonyx striatus,Road Collision,Not given
23/02/17,suricate,23,2,2017,-27.419837,28.807977,Free State,South Africa,No,Paved,Suricata suricatta,Road Collision,Not given
21/06/17,suricate,21,6,2017,-26.732534,28.418939,Mpumalanga,South Africa,No,Paved,Suricata suricatta,Road Collision,Not given
06/09/17,suricate,6,9,2017,-26.5121,29.91706,Mpumalanga,South Africa,No,Paved,Suricata suricatta,Road Collision,Not given
14/10/17,suricate,14,10,2017,-27.431971,28.812023,Free State,South Africa,No,Paved,Suricata suricatta,Road Collision,Not given
10/03/17,suricate,10,3,2017,-26.475356,29.524982,Mpumalanga,South Africa,No,Paved,Suricata suricatta,Road Collision,Not given
10/03/17,suricate,10,3,2017,-26.475356,29.524982,Mpumalanga,South Africa,No,Paved,Suricata suricatta,Road Collision,Not given
25/01/17,suricate,25,1,2017,-30.88493114,24.23165078,Not given,South Africa,No,Not recorded,Suricata suricatta,Road Collision,Not given
12/04/17,suricate,12,4,2017,-29.94564364,22.45574723,Not given,South Africa,No,Not recorded,Suricata suricatta,Road Collision,Not given
03/07/17,suricate,3,7,2017,-30.55558277,25.50576139,Not given,South Africa,No,Not recorded,Suricata suricatta,Road Collision,Not given
07/09/17,suricate,7,9,2017,-31.21199414,26.15860093,Not given,South Africa,No,Not recorded,Suricata suricatta,Road Collision,Not given
05/12/17,suricate,5,12,2017,-29.26885869,24.48518766,Not given,South Africa,No,Not recorded,Suricata suricatta,Road Collision,Not given
05/12/17,suricate,5,12,2017,-28.94753824,24.99990173,Not given,South Africa,No,Not recorded,Suricata suricatta,Road Collision,Not given
08/12/17,suricate,8,12,2017,-29.72839548,25.19729941,Not given,South Africa,No,Not recorded,Suricata suricatta,Road Collision,Not given
24/03/17,suricate,24,3,2017,-28.71741786,24.04461051,Unknown,South Africa,No,Not recorded,Suricata suricatta,Road Collision,Not given
27/03/17,suricate,27,3,2017,-28.5985,22.4795,Unknown,South Africa,No,Not recorded,Suricata suricatta,Road Collision,Not given
20/07/17,suricate,20,7,2017,-28.9502,24.1609,Unknown,South Africa,No,Not recorded,Suricata suricatta,Road Collision,Not given
09/08/17,unknown cat,9,8,2017,-29.7238834,24.63359071,Not given,South Africa,No,Not recorded,Carnivora,Road Collision,Not given
01/04/17,unknown fox,1,4,2017,NA,NA,Not given,South Africa,Not given,Paved,Carnivora,Road Collision,Not given
04/05/17,unknown fox,4,5,2017,-27.7443,18.3604,Unknown,Namibia,No,Not recorded,Carnivora,Road Collision,Not given
05/05/17,unknown fox,5,5,2017,-24.3721,18.3239,Unknown,Namibia,No,Not recorded,Carnivora,Road Collision,Not given
06/05/17,unknown fox,6,5,2017,-23.3306,17.5433,Unknown,Namibia,No,Not recorded,Carnivora,Road Collision,Not given
17/01/17,unknown genet,17,1,2017,NA,NA,Not given,South Africa,No,Not recorded,Genetta,Road Collision,Not given
03/07/17,unknown genet,3,7,2017,-26.2332,27.3237,Not given,South Africa,No,Paved,Genetta,Road Collision,Not given
27/01/17,unknown genet,27,1,2017,-19.67544304,17.61897557,Not given,Namibia,Not given,Not recorded,Genetta,Road Collision,Not given
06/02/17,unknown genet,6,2,2017,-34.10742664,18.39099097,Not given,South Africa,Not given,Not recorded,Genetta,Road Collision,Not given
03/07/17,unknown genet,3,7,2017,-26.23317,27.32367,Gauteng,South Africa,No,Paved,Genetta,Road Collision,Not given
08/04/17,unknown genet,8,4,2017,NA,NA,Northern Cape,South Africa,No,Paved,Genetta,Road Collision,Not given
30/04/17,unknown genet,30,4,2017,-28.43412445,21.34988905,Unknown,South Africa,No,Not recorded,Genetta,Road Collision,Not given
07/05/17,unknown genet,7,5,2017,-34.75814193,20.02915587,Unknown,South Africa,No,Not recorded,Genetta,Road Collision,Not given
16/12/17,unknown genet,16,12,2017,-22.36023432,18.31681057,Unknown,Namibia,No,Not recorded,Genetta,Road Collision,Not given
16/12/17,unknown genet,16,12,2017,-22.21272571,20.25775491,Unknown,Namibia,No,Not recorded,Genetta,Road Collision,Not given
30/04/17,unknown genet,30,4,2017,-27.01971461,20.77755743,Unknown,South Africa,No,Not recorded,Genetta,Road Collision,Not given
30/04/17,unknown genet,30,4,2017,-27.1969349,20.78867593,Unknown,South Africa,No,Not recorded,Genetta,Road Collision,Not given
14/01/17,unknown mongoose,14,1,2017,-27.311414,28.772849,Not given,South Africa,No,Paved,Herpestidae,Road Collision,Not given
22/04/17,unknown mongoose,22,4,2017,-29.057448,29.906738,KwaZulu-Natal,South Africa,No,Paved,Herpestidae,Road Collision,Not given
22/02/17,unknown mongoose,22,2,2017,NA,NA,Not given,South Africa,Not given,Paved,Herpestidae,Road Collision,Not given
17/03/17,unknown mongoose,17,3,2017,NA,NA,Not given,South Africa,Not given,Paved,Herpestidae,Road Collision,Not given
27/03/17,unknown mongoose,27,3,2017,NA,NA,Not given,South Africa,Not given,Paved,Herpestidae,Road Collision,Not given
12/04/17,unknown mongoose,12,4,2017,NA,NA,Not given,South Africa,Not given,Paved,Herpestidae,Road Collision,Not given
11/04/17,unknown mongoose,11,4,2017,NA,NA,Not given,South Africa,Not given,Paved,Herpestidae,Road Collision,Not given
27/04/17,unknown mongoose,27,4,2017,NA,NA,Not given,South Africa,Not given,Paved,Herpestidae,Road Collision,Not given
06/05/17,unknown mongoose,6,5,2017,NA,NA,Not given,South Africa,Not given,Paved,Herpestidae,Road Collision,Not given
17/10/17,unknown mongoose,17,10,2017,-26.973405,28.580986,Mpumalanga,South Africa,No,Paved,Herpestidae,Road Collision,Not given
27/03/17,unknown mongoose,27,3,2017,-27.05050993,18.63363176,Unknown,Namibia,No,Not recorded,Herpestidae,Road Collision,Not given
18/04/17,unknown mongoose,18,4,2017,-21.8976,16.5029,Unknown,Namibia,No,Not recorded,Herpestidae,Road Collision,Not given
18/04/17,unknown mongoose,18,4,2017,-24.1884,17.7183,Unknown,Namibia,No,Not recorded,Herpestidae,Road Collision,Not given
04/05/17,unknown mongoose,4,5,2017,-28.4329,17.9383,Unknown,Namibia,No,Not recorded,Herpestidae,Road Collision,Not given
07/05/17,unknown mongoose,7,5,2017,-22.6508,17.0819,Unknown,Namibia,No,Not recorded,Herpestidae,Road Collision,Not given
10/08/17,unknown mongoose,10,8,2017,-25.86002006,28.67204417,Unknown,South Africa,No,Not recorded,Herpestidae,Road Collision,Not given
12/10/17,unknown mongoose,12,10,2017,-26.97939023,25.82511666,Unknown,South Africa,No,Not recorded,Herpestidae,Road Collision,Not given
02/12/17,unknown mongoose,2,12,2017,-26.1388,27.8931,Unknown,South Africa,No,Not recorded,Herpestidae,Road Collision,Not given
17/11/17,water mongoose,17,11,2017,-34.646,19.8788,Western Cape,South Africa,No,Not recorded,Atilax paludinosus,Road Collision,Not given
17/01/17,water mongoose,17,1,2017,NA,NA,Gauteng,South Africa,No,Paved,Atilax paludinosus,Road Collision,Not given
