unique_code,vm_number,sp_code,collection,basis_of_record,collector,country,state_prov,locality,coords_unc,Year,month,day,order,family,genus,species,taxon_name,common_nam,red_data_s,url,decimallat,decimallon
79228,115279,550,CAPENATURE,voucher,J Visser,South Africa,Western Cape,"Mount Rhodes, Simonstown","degree, minute and integer second",0,0,0,Squamata,Gekkonidae,Pachydactylus,geitje,Pachydactylus geitje,Ocellated Gecko,Least Concern (SARCA 2014),http://vmus.adu.org.za/?vm=ReptileMAP-115279,-34.19416667,18.43222222
79229,115280,550,CAPENATURE,voucher,J Visser,South Africa,Western Cape,"Mount Rhodes, Simonstown","degree, minute and integer second",0,0,0,Squamata,Gekkonidae,Pachydactylus,geitje,Pachydactylus geitje,Ocellated Gecko,Least Concern (SARCA 2014),http://vmus.adu.org.za/?vm=ReptileMAP-115280,-34.19416667,18.43222222
79230,115107,550,CAPENATURE,voucher,G. McLachlan,South Africa,Western Cape,Mossel Bay.,"degree, minute and integer second",0,0,0,Squamata,Gekkonidae,Pachydactylus,geitje,Pachydactylus geitje,Ocellated Gecko,Least Concern (SARCA 2014),http://vmus.adu.org.za/?vm=ReptileMAP-115107,-34.18333333,22.13333333
79231,74535,550,SARCA-LIT,literature,NA,South Africa,Western Cape,NA,centroid of 15x15 minute grid (QDS),0,0,0,Squamata,Gekkonidae,Pachydactylus,geitje,Pachydactylus geitje,Ocellated Gecko,Least Concern (SARCA 2014),http://vmus.adu.org.za/?vm=ReptileMAP-74535,-34.125,18.375
79232,74538,550,SARCA-LIT,literature,NA,South Africa,Western Cape,NA,centroid of 15x15 minute grid (QDS),0,0,0,Squamata,Gekkonidae,Pachydactylus,geitje,Pachydactylus geitje,Ocellated Gecko,Least Concern (SARCA 2014),http://vmus.adu.org.za/?vm=ReptileMAP-74538,-34.125,19.125
79233,74539,550,SARCA-LIT,literature,NA,South Africa,Western Cape,NA,centroid of 15x15 minute grid (QDS),0,0,0,Squamata,Gekkonidae,Pachydactylus,geitje,Pachydactylus geitje,Ocellated Gecko,Least Concern (SARCA 2014),http://vmus.adu.org.za/?vm=ReptileMAP-74539,-34.125,19.375
79234,74545,550,SARCA-LIT,literature,NA,South Africa,Western Cape,NA,centroid of 15x15 minute grid (QDS),0,0,0,Squamata,Gekkonidae,Pachydactylus,geitje,Pachydactylus geitje,Ocellated Gecko,Least Concern (SARCA 2014),http://vmus.adu.org.za/?vm=ReptileMAP-74545,-34.125,20.375
79235,74549,550,SARCA-LIT,literature,NA,South Africa,Western Cape,NA,centroid of 15x15 minute grid (QDS),0,0,0,Squamata,Gekkonidae,Pachydactylus,geitje,Pachydactylus geitje,Ocellated Gecko,Least Concern (SARCA 2014),http://vmus.adu.org.za/?vm=ReptileMAP-74549,-34.125,21.875
79236,94001,550,JD-VISSER,voucher,Craig Little,South Africa,Western Cape,Swellendam,centroid of 15x15 minute grid (QDS),1983,11,24,Squamata,Gekkonidae,Pachydactylus,geitje,Pachydactylus geitje,Ocellated Gecko,Least Concern (SARCA 2014),http://vmus.adu.org.za/?vm=ReptileMAP-94001,-34.125,20.375
79237,94002,550,JD-VISSER,voucher,Craig Little,South Africa,Western Cape,Swellendam,centroid of 15x15 minute grid (QDS),1983,11,24,Squamata,Gekkonidae,Pachydactylus,geitje,Pachydactylus geitje,Ocellated Gecko,Least Concern (SARCA 2014),http://vmus.adu.org.za/?vm=ReptileMAP-94002,-34.125,20.375
79238,115179,550,CAPENATURE,voucher,WF Purcell,South Africa,Western Cape,Caledon,"degree, minute and integer second",0,0,0,Squamata,Gekkonidae,Pachydactylus,geitje,Pachydactylus geitje,Ocellated Gecko,Least Concern (SARCA 2014),http://vmus.adu.org.za/?vm=ReptileMAP-115179,-34.125,19.375
79239,115242,550,CAPENATURE,voucher,WF Purcell,South Africa,Western Cape,"Houhoek, Caledon Div.","degree, minute and integer second",0,0,0,Squamata,Gekkonidae,Pachydactylus,geitje,Pachydactylus geitje,Ocellated Gecko,Least Concern (SARCA 2014),http://vmus.adu.org.za/?vm=ReptileMAP-115242,-34.125,19.125
79240,115352,550,CAPENATURE,voucher,WR BRANCH,South Africa,Western Cape,STRANDFONTEIN,centroid of 15x15 minute grid (QDS),0,0,0,Squamata,Gekkonidae,Pachydactylus,geitje,Pachydactylus geitje,Ocellated Gecko,Least Concern (SARCA 2014),http://vmus.adu.org.za/?vm=ReptileMAP-115352,-34.125,18.375
79241,115358,550,CAPENATURE,voucher,WR BRANCH,South Africa,Western Cape,STRANDFONTEIN,centroid of 15x15 minute grid (QDS),0,0,0,Squamata,Gekkonidae,Pachydactylus,geitje,Pachydactylus geitje,Ocellated Gecko,Least Concern (SARCA 2014),http://vmus.adu.org.za/?vm=ReptileMAP-115358,-34.125,18.375
79242,99839,550,JEM,voucher,"leF Mouton, D Mostert.",South Africa,Western Cape,"Farm: Welgemoed, Grabouw District","degree, minute and integer second",1986,0,0,Squamata,Gekkonidae,Pachydactylus,geitje,Pachydactylus geitje,Ocellated Gecko,Least Concern (SARCA 2014),http://vmus.adu.org.za/?vm=ReptileMAP-99839,-34.12194444,19.235
79243,115210,550,CAPENATURE,voucher,"leF Mouton, D Mostert.",South Africa,Western Cape,Welgemoed,"degree, minute and integer second",0,0,0,Squamata,Gekkonidae,Pachydactylus,geitje,Pachydactylus geitje,Ocellated Gecko,Least Concern (SARCA 2014),http://vmus.adu.org.za/?vm=ReptileMAP-115210,-34.12194444,19.235
79244,4993,550,ReptileMAP-VM,VMUS,Dorse C. & van Rooyen S.,South Africa,Western Cape,Pelican Park; Cape Flats; Cape Town,0-250 m,2008,6,16,Squamata,Gekkonidae,Pachydactylus,geitje,Pachydactylus getje,Ocellated Gecko,Least Concern (SARCA 2014),http://vmus.adu.org.za/?vm=ReptileMAP-4993,-34.07536111,18.53766667
79245,115373,550,CAPENATURE,photo,Anton van Der Spuy,South Africa,Western Cape,Goukamma Nature Reserve,"degree, minute and integer second",0,0,0,Squamata,Gekkonidae,Pachydactylus,geitje,Pachydactylus geitje,Ocellated Gecko,Least Concern (SARCA 2014),http://vmus.adu.org.za/?vm=ReptileMAP-115373,-34.07083333,22.95055556
79246,115488,550,CAPENATURE,photo,Elton Le Roux,South Africa,Western Cape,Goukamma Nature Reserve,"degree, minute and integer second",0,0,0,Squamata,Gekkonidae,Pachydactylus,geitje,Pachydactylus geitje,Ocellated Gecko,Least Concern (SARCA 2014),http://vmus.adu.org.za/?vm=ReptileMAP-115488,-34.07083333,22.95027778
79247,182,550,ReptileMAP-VM,VMUS,Lamienie P.,South Africa,Western Cape,Goukamma Nature Reserve.,0-250 m,2004,2,24,Squamata,Gekkonidae,Pachydactylus,geitje,Pachydactylus geitje,Ocellated Gecko,Least Concern (SARCA 2014),http://vmus.adu.org.za/?vm=ReptileMAP-182,-34.06972222,22.95055556
79248,115375,550,CAPENATURE,photo,Petrus Lamini,South Africa,Western Cape,Goukamma Nature Reserve,"degree, minute and integer second",0,0,0,Squamata,Gekkonidae,Pachydactylus,geitje,Pachydactylus geitje,Ocellated Gecko,Least Concern (SARCA 2014),http://vmus.adu.org.za/?vm=ReptileMAP-115375,-34.06972222,22.95055556
79249,174,550,ReptileMAP-VM,VMUS,Laminie P.,South Africa,Western Cape,Goukamma Nature Reserve.,0-250 m,2004,2,24,Squamata,Gekkonidae,Pachydactylus,geitje,Pachydactylus geitje,Ocellated Gecko,Least Concern (SARCA 2014),http://vmus.adu.org.za/?vm=ReptileMAP-174,-34.06916667,22.95027778
79250,115101,550,CAPENATURE,voucher,P. W. Buchholz,South Africa,Western Cape,Goukamma Nature Reserve,"degree, minute and integer second",0,0,0,Squamata,Gekkonidae,Pachydactylus,geitje,Pachydactylus geitje,Ocellated Gecko,Least Concern (SARCA 2014),http://vmus.adu.org.za/?vm=ReptileMAP-115101,-34.06916667,22.92861111
79251,115374,550,CAPENATURE,photo,Petrus Lamini,South Africa,Western Cape,Goukamma Nature Reserve,"degree, minute and integer second",0,0,0,Squamata,Gekkonidae,Pachydactylus,geitje,Pachydactylus geitje,Ocellated Gecko,Least Concern (SARCA 2014),http://vmus.adu.org.za/?vm=ReptileMAP-115374,-34.06916667,22.95027778
79252,115203,550,CAPENATURE,voucher,Unknown,South Africa,Western Cape,Bontebok National Park,"degree, minute and integer second",0,0,0,Squamata,Gekkonidae,Pachydactylus,geitje,Pachydactylus geitje,Ocellated Gecko,Least Concern (SARCA 2014),http://vmus.adu.org.za/?vm=ReptileMAP-115203,-34.06777778,20.47444444
79253,22440,550,TM,voucher,WR BRANCH,South Africa,Western Cape,Strandfontein,degree and integer minute,1978,2,20,Squamata,Gekkonidae,Pachydactylus,geitje,Pachydactylus geitje,Ocellated Gecko,Least Concern (SARCA 2014),http://vmus.adu.org.za/?vm=ReptileMAP-22440,-34.06666667,18.5
79254,22441,550,TM,voucher,WR BRANCH,South Africa,Western Cape,Strandfontein,degree and integer minute,1978,2,20,Squamata,Gekkonidae,Pachydactylus,geitje,Pachydactylus geitje,Ocellated Gecko,Least Concern (SARCA 2014),http://vmus.adu.org.za/?vm=ReptileMAP-22441,-34.06666667,18.5
79255,185,550,ReptileMAP-VM,VMUS,Van der Spuy A.,South Africa,Western Cape,Goukamma Nature Reserve.,0-250 m,2004,2,23,Squamata,Gekkonidae,Pachydactylus,geitje,Pachydactylus geitje,Ocellated Gecko,Least Concern (SARCA 2014),http://vmus.adu.org.za/?vm=ReptileMAP-185,-34.06416667,22.94027778
79256,115372,550,CAPENATURE,photo,Anton van Der Spuy,South Africa,Western Cape,Goukamma Nature Reserve,"degree, minute and integer second",0,0,0,Squamata,Gekkonidae,Pachydactylus,geitje,Pachydactylus geitje,Ocellated Gecko,Least Concern (SARCA 2014),http://vmus.adu.org.za/?vm=ReptileMAP-115372,-34.06416667,22.94027778
79257,115196,550,CAPENATURE,voucher,EJ van Jaarsveld,South Africa,Western Cape,Macassar Beach,"degree, minute and integer second",0,0,0,Squamata,Gekkonidae,Pachydactylus,geitje,Pachydactylus geitje,Ocellated Gecko,Least Concern (SARCA 2014),http://vmus.adu.org.za/?vm=ReptileMAP-115196,-34.06222222,18.76861111
79258,115376,550,CAPENATURE,sight,Roland Whitting,South Africa,Western Cape,Goukamma Nature Reserve,"degree, minute and integer second",0,0,0,Squamata,Gekkonidae,Pachydactylus,geitje,Pachydactylus geitje,Ocellated Gecko,Least Concern (SARCA 2014),http://vmus.adu.org.za/?vm=ReptileMAP-115376,-34.05361111,22.95027778
79259,115380,550,CAPENATURE,voucher,R.E. Hiseman,South Africa,Western Cape,Goukamma Nature Reserve,"degree, minute and integer second",0,0,0,Squamata,Gekkonidae,Pachydactylus,geitje,Pachydactylus geitje,Ocellated Gecko,Least Concern (SARCA 2014),http://vmus.adu.org.za/?vm=ReptileMAP-115380,-34.0525,22.90555556
79260,125677,550,SARCA-SURVEY,voucher,"M. Burger, P.G. Groenewald, S.",South Africa,Western Cape,"Gondwana Game Reserve, east of Herbertsdale","degree, minute and integer second",2005,12,28,Squamata,Gekkonidae,Pachydactylus,geitje,Pachydactylus geitje,Ocellated Gecko,Least Concern (SARCA 2014),http://vmus.adu.org.za/?vm=ReptileMAP-125677,-34.04694444,21.88527778
79261,115487,550,CAPENATURE,photo,Shamley Titus,South Africa,Western Cape,Goukamma Nature Reserve,"degree, minute and integer second",0,0,0,Squamata,Gekkonidae,Pachydactylus,geitje,Pachydactylus geitje,Ocellated Gecko,Least Concern (SARCA 2014),http://vmus.adu.org.za/?vm=ReptileMAP-115487,-34.03916667,22.85777778
79262,4419,550,ReptileMAP-VM,VMUS,van Rooyen J.,South Africa,Western Cape,New suburban area (no street names); 200m from Amy Searle Str; 2.6km W of Great Brak GPS point. Great Brak ; Mosselbay,0-250 m,2008,3,30,Squamata,Gekkonidae,Pachydactylus,geitje,Pachydactylus geitje,Ocellated Gecko,Least Concern (SARCA 2014),http://vmus.adu.org.za/?vm=ReptileMAP-4419,-34.03444444,22.19722222
79263,1793,550,ReptileMAP-VM,VMUS,Dorse C. & van Rooyen S.,South Africa,Western Cape,"Farm Vergenoegd, Stellenbosch district",0-250 m,2006,9,30,Squamata,Gekkonidae,Pachydactylus,geitje,Pachydactylus geitje,Ocellated Gecko,Least Concern (SARCA 2014),http://vmus.adu.org.za/?vm=ReptileMAP-1793,-34.03416667,18.73305556
79264,115371,550,CAPENATURE,voucher,Chris Pike,South Africa,Western Cape,Goukamma Nature Reserve,"degree, minute and integer second",0,0,0,Squamata,Gekkonidae,Pachydactylus,geitje,Pachydactylus geitje,Ocellated Gecko,Least Concern (SARCA 2014),http://vmus.adu.org.za/?vm=ReptileMAP-115371,-34.03388889,22.85277778
79265,115245,550,CAPENATURE,voucher,WF Purcell,South Africa,Western Cape,Hout Bay,"degree, minute and integer second",0,0,0,Squamata,Gekkonidae,Pachydactylus,geitje,Pachydactylus geitje,Ocellated Gecko,Least Concern (SARCA 2014),http://vmus.adu.org.za/?vm=ReptileMAP-115245,-34.02916667,18.34972222
79266,115184,550,CAPENATURE,voucher,Thorne,South Africa,Western Cape,"Cloetes Pass, Herbertsdale","degree, minute and integer second",0,0,0,Squamata,Gekkonidae,Pachydactylus,geitje,Pachydactylus geitje,Ocellated Gecko,Least Concern (SARCA 2014),http://vmus.adu.org.za/?vm=ReptileMAP-115184,-34.01444444,21.76444444
79267,115250,550,CAPENATURE,voucher,KH Barnard,South Africa,Western Cape,Riversdale Mountains,"degree, minute and integer second",0,0,0,Squamata,Gekkonidae,Pachydactylus,geitje,Pachydactylus geitje,Ocellated Gecko,Least Concern (SARCA 2014),http://vmus.adu.org.za/?vm=ReptileMAP-115250,-34.00777778,21.3
79268,115108,550,CAPENATURE,voucher,Palmer N.G.,South Africa,Western Cape,"East of Dennebos, The Lakes Nature Conservation Reserve.","degree, minute and integer second",0,0,0,Squamata,Gekkonidae,Pachydactylus,geitje,Pachydactylus geitje,Ocellated Gecko,Least Concern (SARCA 2014),http://vmus.adu.org.za/?vm=ReptileMAP-115108,-33.98972222,22.725
79269,115139,550,CAPENATURE,voucher,Palmer N.G.,South Africa,Western Cape,"Stevenson's Screen, The Lakes Nature Conservation Reserve.","degree, minute and integer second",0,0,0,Squamata,Gekkonidae,Pachydactylus,geitje,Pachydactylus geitje,Ocellated Gecko,Least Concern (SARCA 2014),http://vmus.adu.org.za/?vm=ReptileMAP-115139,-33.98861111,22.72888889
79270,115266,550,CAPENATURE,voucher,JM Spence,South Africa,Western Cape,Villiersdorp,"degree, minute and integer second",0,0,0,Squamata,Gekkonidae,Pachydactylus,geitje,Pachydactylus geitje,Ocellated Gecko,Least Concern (SARCA 2014),http://vmus.adu.org.za/?vm=ReptileMAP-115266,-33.98805556,19.29055556
79271,135050,550,A-TURNER,tissue,A.A. Turner,South Africa,Western Cape,Elandsriviernek,"degree, minute and integer second",2003,11,14,Squamata,Gekkonidae,Pachydactylus,geitje,Pachydactylus geitje,Ocellated Gecko,Least Concern (SARCA 2014),http://vmus.adu.org.za/?vm=ReptileMAP-135050,-33.97861111,19.22194444
79272,99826,550,JEM,voucher,"leF Mouton, D Mostert.",South Africa,Western Cape,"Jonaskop, Villiersdorp","degree, minute and integer second",1984,0,0,Squamata,Gekkonidae,Pachydactylus,geitje,Pachydactylus geitje,Ocellated Gecko,Least Concern (SARCA 2014),http://vmus.adu.org.za/?vm=ReptileMAP-99826,-33.97194444,19.50694444
79273,115319,550,CAPENATURE,voucher,"leF Mouton, D Mostert.",South Africa,Western Cape,"Jonaskop, Langvlei","degree, minute and integer second",0,0,0,Squamata,Gekkonidae,Pachydactylus,geitje,Pachydactylus geitje,Ocellated Gecko,Least Concern (SARCA 2014),http://vmus.adu.org.za/?vm=ReptileMAP-115319,-33.97194444,19.50694444
79274,96012,550,CUN-HEN,tissue,NA,South Africa,Western Cape,Jonaskop,"degree, minute and integer second",2003,11,5,Squamata,Gekkonidae,Pachydactylus,geitje,Pachydactylus geitje,Ocellated Gecko,Least Concern (SARCA 2014),http://vmus.adu.org.za/?vm=ReptileMAP-96012,-33.97138889,19.50638889
79275,115369,550,CAPENATURE,tissue,"Turner A.A., Henderson C.L., T",South Africa,Western Cape,Jonaskop,"degree, minute and integer second",0,0,0,Squamata,Gekkonidae,Pachydactylus,geitje,Pachydactylus geitje,Ocellated Gecko,Least Concern (SARCA 2014),http://vmus.adu.org.za/?vm=ReptileMAP-115369,-33.97138889,19.50638889
79276,115099,550,CAPENATURE,sight,NULL,South Africa,Western Cape,"Hottentot Holland Nature Reserve (Theewaters), Rusbos","degree, minute and integer second",0,0,0,Squamata,Gekkonidae,Pachydactylus,geitje,Pachydactylus geitje,Ocellated Gecko,Least Concern (SARCA 2014),http://vmus.adu.org.za/?vm=ReptileMAP-115099,-33.97,19.15
79277,135039,550,A-TURNER,tissue,A.A. Turner,South Africa,Western Cape,"Jonaskop, Riviersonderend Nature Reserve","degree, minute and integer second",2000,0,0,Squamata,Gekkonidae,Pachydactylus,geitje,Pachydactylus geitje,Ocellated Gecko,Least Concern (SARCA 2014),http://vmus.adu.org.za/?vm=ReptileMAP-135039,-33.96833333,19.50666667
79278,115322,550,CAPENATURE,photo,Le Roux A.,South Africa,Western Cape,"Assegaaibos, Scientific Servives. In herbarium cupboard inbetween Chris Burgers plant specimnes","degree, minute and integer second",0,0,0,Squamata,Gekkonidae,Pachydactylus,geitje,Pachydactylus geitje,Ocellated Gecko,Least Concern (SARCA 2014),http://vmus.adu.org.za/?vm=ReptileMAP-115322,-33.96722222,18.9225
79279,5180,550,ReptileMAP-VM,VMUS,Adam S.,South Africa,Western Cape,Farm Laaiplaats; near Robinson Pass; Mossel Bay district,NA,2008,0,6,Squamata,Gekkonidae,Pachydactylus,geitje,Pachydactylus geitje,Ocellated Gecko,Least Concern (SARCA 2014),http://vmus.adu.org.za/?vm=ReptileMAP-5180,-33.96666667,22.09055556
79280,22390,550,TM,voucher,V FITZSIMONS,South Africa,Western Cape,"Assegaaibos, La Motte forest",degree and integer minute,1940,10,12,Squamata,Gekkonidae,Pachydactylus,geitje,Pachydactylus geitje,Ocellated Gecko,Least Concern (SARCA 2014),http://vmus.adu.org.za/?vm=ReptileMAP-22390,-33.96666667,19.06666667
79281,22391,550,TM,voucher,V FITZSIMONS,South Africa,Western Cape,"Assegaaibos, La Motte forest",degree and integer minute,1940,10,12,Squamata,Gekkonidae,Pachydactylus,geitje,Pachydactylus geitje,Ocellated Gecko,Least Concern (SARCA 2014),http://vmus.adu.org.za/?vm=ReptileMAP-22391,-33.96666667,19.06666667
79282,22392,550,TM,voucher,V FITZSIMONS,South Africa,Western Cape,"Assegaaibos, La Motte forest",degree and integer minute,1940,10,16,Squamata,Gekkonidae,Pachydactylus,geitje,Pachydactylus geitje,Ocellated Gecko,Least Concern (SARCA 2014),http://vmus.adu.org.za/?vm=ReptileMAP-22392,-33.96666667,19.06666667
79283,22393,550,TM,voucher,V FITZSIMONS,South Africa,Western Cape,"Assegaaibos, La Motte forest",degree and integer minute,1940,10,17,Squamata,Gekkonidae,Pachydactylus,geitje,Pachydactylus geitje,Ocellated Gecko,Least Concern (SARCA 2014),http://vmus.adu.org.za/?vm=ReptileMAP-22393,-33.96666667,19.06666667
79284,115131,550,CAPENATURE,sight,NULL,South Africa,Western Cape,Paardeberg Nature Reserve,"degree, minute and integer second",0,0,0,Squamata,Gekkonidae,Pachydactylus,geitje,Pachydactylus geitje,Ocellated Gecko,Least Concern (SARCA 2014),http://vmus.adu.org.za/?vm=ReptileMAP-115131,-33.96,21.44
79285,115198,550,CAPENATURE,voucher,GR McLachlan,South Africa,Western Cape,Tygerberg Hills,"degree, minute and integer second",0,0,0,Squamata,Gekkonidae,Pachydactylus,geitje,Pachydactylus geitje,Ocellated Gecko,Least Concern (SARCA 2014),http://vmus.adu.org.za/?vm=ReptileMAP-115198,-33.95277778,18.56416667
79289,115094,550,CAPENATURE,literature,NULL,South Africa,Western Cape,Cape Peninsula National Park,"degree, minute and integer second",0,0,0,Squamata,Gekkonidae,Pachydactylus,geitje,Pachydactylus geitje,Ocellated Gecko,Least Concern (SARCA 2014),http://vmus.adu.org.za/?vm=ReptileMAP-115094,-33.94638889,18.38611111
79290,99829,550,JEM,voucher,van Coppenhagen,South Africa,Western Cape,Stellenbosch Berg,"degree, minute and integer second",1984,0,0,Squamata,Gekkonidae,Pachydactylus,geitje,Pachydactylus geitje,Ocellated Gecko,Least Concern (SARCA 2014),http://vmus.adu.org.za/?vm=ReptileMAP-99829,-33.94277778,18.88111111
79291,99830,550,JEM,voucher,van Coppenhagen,South Africa,Western Cape,"Stellenbosch Berg, underneath empty containers.","degree, minute and integer second",1984,0,0,Squamata,Gekkonidae,Pachydactylus,geitje,Pachydactylus geitje,Ocellated Gecko,Least Concern (SARCA 2014),http://vmus.adu.org.za/?vm=ReptileMAP-99830,-33.94277778,18.88111111
79292,115225,550,CAPENATURE,voucher,van Coppenhagen,South Africa,Western Cape,Stellenbosch Berg,"degree, minute and integer second",0,0,0,Squamata,Gekkonidae,Pachydactylus,geitje,Pachydactylus geitje,Ocellated Gecko,Least Concern (SARCA 2014),http://vmus.adu.org.za/?vm=ReptileMAP-115225,-33.94277778,18.88111111
79293,115226,550,CAPENATURE,voucher,van Coppenhagen,South Africa,Western Cape,Stellenbosch Berg,"degree, minute and integer second",0,0,0,Squamata,Gekkonidae,Pachydactylus,geitje,Pachydactylus geitje,Ocellated Gecko,Least Concern (SARCA 2014),http://vmus.adu.org.za/?vm=ReptileMAP-115226,-33.94277778,18.88111111
79294,5900,550,ReptileMAP-VM,VMUS,Rebelo A.,South Africa,Western Cape,Slopes of Devil`s Peak,0-250 m,2008,12,10,Squamata,Gekkonidae,Pachydactylus,geitje,Pachydactylus geitje,Ocellated Gecko,Least Concern (SARCA 2014),http://vmus.adu.org.za/?vm=ReptileMAP-5900,-33.94111111,18.43805556
79295,115171,550,CAPENATURE,voucher,WF Purcell,South Africa,Western Cape,Lions Head,"degree, minute and integer second",0,0,0,Squamata,Gekkonidae,Pachydactylus,geitje,Pachydactylus geitje,Ocellated Gecko,Least Concern (SARCA 2014),http://vmus.adu.org.za/?vm=ReptileMAP-115171,-33.935,18.38944444
